#ies_format_version: 1.0
#file: 20250801_5000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 5
#timestep_sec: 5.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	iec_in;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
#005;	iec_out;	FALSE;	TRUE;	0;	other;	INTEGER,12. -
YYYYMMDD;	hhmmss;	unixtimestamp;	iec_in;	iec_out
20250801;	154515;	1754043315.000;	       err32;	       err32
20250801;	154520;	1754043320.000;	       err32;	       err32
20250801;	154525;	1754043325.000;	       err32;	       err32
20250801;	154530;	1754043330.000;	       err32;	       err32
20250801;	154535;	1754043335.000;	       err32;	       err32
20250801;	154540;	1754043340.000;	       err32;	       err32
20250801;	154545;	1754043345.000;	       err32;	       err32
20250801;	154550;	1754043350.000;	       err32;	       err32
20250801;	154555;	1754043355.000;	       err32;	       err32
20250801;	154600;	1754043360.000;	       err32;	       err32
20250801;	154605;	1754043365.000;	       err32;	       err32
20250801;	154610;	1754043370.000;	       err32;	       err32
20250801;	154615;	1754043375.000;	       err32;	       err32
20250801;	154620;	1754043380.000;	       err32;	       err32
20250801;	154625;	1754043385.000;	       err32;	       err32
20250801;	154630;	1754043390.000;	       err32;	       err32
20250801;	154635;	1754043395.000;	       err32;	       err32
20250801;	154640;	1754043400.000;	       err32;	       err32
20250801;	154645;	1754043405.000;	       err32;	       err32
20250801;	154650;	1754043410.000;	       err32;	       err32
20250801;	154655;	1754043415.000;	       err32;	       err32
20250801;	154700;	1754043420.000;	       err32;	       err32
20250801;	154705;	1754043425.000;	       err32;	       err32
20250801;	154710;	1754043430.000;	       err32;	       err32
20250801;	154715;	1754043435.000;	       err32;	       err32
20250801;	154720;	1754043440.000;	       err32;	       err32
20250801;	154725;	1754043445.000;	       err32;	       err32
20250801;	154730;	1754043450.000;	       err32;	       err32
20250801;	154735;	1754043455.000;	       err32;	       err32
20250801;	154740;	1754043460.000;	       err32;	       err32
20250801;	154745;	1754043465.000;	       err32;	       err32
20250801;	154750;	1754043470.000;	       err32;	       err32
20250801;	154755;	1754043475.000;	       err32;	       err32
20250801;	154800;	1754043480.000;	       err32;	       err32
20250801;	154805;	1754043485.000;	       err32;	       err32
20250801;	154810;	1754043490.000;	       err32;	       err32
20250801;	154815;	1754043495.000;	       err32;	       err32
20250801;	154820;	1754043500.000;	       err32;	       err32
20250801;	154825;	1754043505.000;	       err32;	       err32
20250801;	154830;	1754043510.000;	       err32;	       err32
20250801;	154835;	1754043515.000;	       err32;	       err32
20250801;	154840;	1754043520.000;	       err32;	       err32
20250801;	154845;	1754043525.000;	       err32;	       err32
20250801;	154850;	1754043530.000;	       err32;	       err32
20250801;	154855;	1754043535.000;	       err32;	       err32
20250801;	154900;	1754043540.000;	       err32;	       err32
20250801;	154905;	1754043545.000;	       err32;	       err32
20250801;	154910;	1754043550.000;	       err32;	       err32
20250801;	154915;	1754043555.000;	       err32;	       err32
20250801;	154920;	1754043560.000;	       err32;	       err32
20250801;	154925;	1754043565.000;	       err32;	       err32
20250801;	154930;	1754043570.000;	       err32;	       err32
20250801;	154935;	1754043575.000;	       err32;	       err32
20250801;	154940;	1754043580.000;	       err32;	       err32
20250801;	154945;	1754043585.000;	       err32;	       err32
20250801;	154950;	1754043590.000;	       err32;	       err32
20250801;	154955;	1754043595.000;	       err32;	       err32
20250801;	155000;	1754043600.000;	       err32;	       err32
20250801;	155005;	1754043605.000;	       err32;	       err32
20250801;	155010;	1754043610.000;	       err32;	       err32
20250801;	155015;	1754043615.000;	       err32;	       err32
20250801;	155020;	1754043620.000;	       err32;	       err32
20250801;	155025;	1754043625.000;	       err32;	       err32
20250801;	155030;	1754043630.000;	       err32;	       err32
20250801;	155035;	1754043635.000;	       err32;	       err32
20250801;	155040;	1754043640.000;	       err32;	       err32
20250801;	155045;	1754043645.000;	       err32;	       err32
20250801;	155050;	1754043650.000;	       err32;	       err32
20250801;	155055;	1754043655.000;	       err32;	       err32
20250801;	155100;	1754043660.000;	       err32;	       err32
20250801;	155105;	1754043665.000;	       err32;	       err32
20250801;	155110;	1754043670.000;	       err32;	       err32
20250801;	155115;	1754043675.000;	       err32;	       err32
20250801;	155120;	1754043680.000;	       err32;	       err32
20250801;	155125;	1754043685.000;	       err32;	       err32
20250801;	155130;	1754043690.000;	       err32;	       err32
20250801;	155135;	1754043695.000;	       err32;	       err32
20250801;	155140;	1754043700.000;	       err32;	       err32
20250801;	155145;	1754043705.000;	       err32;	       err32
20250801;	155150;	1754043710.000;	       err32;	       err32
20250801;	155155;	1754043715.000;	       err32;	       err32
20250801;	155200;	1754043720.000;	       err32;	       err32
20250801;	155205;	1754043725.000;	       err32;	       err32
20250801;	155210;	1754043730.000;	       err32;	       err32
20250801;	155215;	1754043735.000;	       err32;	       err32
20250801;	155220;	1754043740.000;	       err32;	       err32
20250801;	155225;	1754043745.000;	       err32;	       err32
20250801;	155230;	1754043750.000;	       err32;	       err32
20250801;	155235;	1754043755.000;	       err32;	       err32
20250801;	155240;	1754043760.000;	       err32;	       err32
20250801;	155245;	1754043765.000;	       err32;	       err32
20250801;	155250;	1754043770.000;	       err32;	       err32
20250801;	155255;	1754043775.000;	       err32;	       err32
20250801;	155300;	1754043780.000;	       err32;	       err32
20250801;	155305;	1754043785.000;	       err32;	       err32
20250801;	155310;	1754043790.000;	       err32;	       err32
20250801;	155315;	1754043795.000;	       err32;	       err32
20250801;	155320;	1754043800.000;	       err32;	       err32
20250801;	155325;	1754043805.000;	       err32;	       err32
20250801;	155330;	1754043810.000;	       err32;	       err32
20250801;	155335;	1754043815.000;	       err32;	       err32
20250801;	155340;	1754043820.000;	       err32;	       err32
20250801;	155345;	1754043825.000;	       err32;	       err32
20250801;	155350;	1754043830.000;	       err32;	       err32
20250801;	155355;	1754043835.000;	       err32;	       err32
20250801;	155400;	1754043840.000;	       err32;	       err32
20250801;	155405;	1754043845.000;	       err32;	       err32
20250801;	155410;	1754043850.000;	       err32;	       err32
20250801;	155415;	1754043855.000;	       err32;	       err32
20250801;	155420;	1754043860.000;	       err32;	       err32
20250801;	155425;	1754043865.000;	       err32;	       err32
20250801;	155430;	1754043870.000;	       err32;	       err32
20250801;	155435;	1754043875.000;	       err32;	       err32
20250801;	155440;	1754043880.000;	       err32;	       err32
20250801;	155445;	1754043885.000;	       err32;	       err32
20250801;	155450;	1754043890.000;	       err32;	       err32
20250801;	155455;	1754043895.000;	       err32;	       err32
20250801;	155500;	1754043900.000;	       err32;	       err32
20250801;	155505;	1754043905.000;	       err32;	       err32
20250801;	155510;	1754043910.000;	       err32;	       err32
20250801;	155515;	1754043915.000;	       err32;	       err32
20250801;	155520;	1754043920.000;	       err32;	       err32
20250801;	155525;	1754043925.000;	       err32;	       err32
20250801;	155530;	1754043930.000;	       err32;	       err32
20250801;	155535;	1754043935.000;	       err32;	       err32
20250801;	155540;	1754043940.000;	       err32;	       err32
20250801;	155545;	1754043945.000;	       err32;	       err32
20250801;	155550;	1754043950.000;	       err32;	       err32
20250801;	155555;	1754043955.000;	       err32;	       err32
20250801;	155600;	1754043960.000;	       err32;	       err32
20250801;	155605;	1754043965.000;	       err32;	       err32
20250801;	155610;	1754043970.000;	       err32;	       err32
20250801;	155615;	1754043975.000;	       err32;	       err32
20250801;	155620;	1754043980.000;	       err32;	       err32
20250801;	155625;	1754043985.000;	       err32;	       err32
20250801;	155630;	1754043990.000;	       err32;	       err32
20250801;	155635;	1754043995.000;	       err32;	       err32
20250801;	155640;	1754044000.000;	       err32;	       err32
20250801;	155645;	1754044005.000;	       err32;	       err32
20250801;	155650;	1754044010.000;	       err32;	       err32
20250801;	155655;	1754044015.000;	       err32;	       err32
20250801;	155700;	1754044020.000;	       err32;	       err32
20250801;	155705;	1754044025.000;	       err32;	       err32
20250801;	155710;	1754044030.000;	       err32;	       err32
20250801;	155715;	1754044035.000;	       err32;	       err32
20250801;	155720;	1754044040.000;	       err32;	       err32
20250801;	155725;	1754044045.000;	       err32;	       err32
20250801;	155730;	1754044050.000;	       err32;	       err32
20250801;	155735;	1754044055.000;	       err32;	       err32
20250801;	155740;	1754044060.000;	       err32;	       err32
20250801;	155745;	1754044065.000;	       err32;	       err32
20250801;	155750;	1754044070.000;	       err32;	       err32
20250801;	155755;	1754044075.000;	       err32;	       err32
20250801;	155800;	1754044080.000;	       err32;	       err32
20250801;	155805;	1754044085.000;	       err32;	       err32
20250801;	155810;	1754044090.000;	       err32;	       err32
20250801;	155815;	1754044095.000;	       err32;	       err32
20250801;	155820;	1754044100.000;	       err32;	       err32
20250801;	155825;	1754044105.000;	       err32;	       err32
20250801;	155830;	1754044110.000;	       err32;	       err32
20250801;	155835;	1754044115.000;	       err32;	       err32
20250801;	155840;	1754044120.000;	       err32;	       err32
20250801;	155845;	1754044125.000;	       err32;	       err32
20250801;	155850;	1754044130.000;	       err32;	       err32
20250801;	155855;	1754044135.000;	       err32;	       err32
20250801;	155900;	1754044140.000;	       err32;	       err32
20250801;	155905;	1754044145.000;	       err32;	       err32
20250801;	155910;	1754044150.000;	       err32;	       err32
20250801;	155915;	1754044155.000;	       err32;	       err32
20250801;	155920;	1754044160.000;	       err32;	       err32
20250801;	155925;	1754044165.000;	       err32;	       err32
20250801;	155930;	1754044170.000;	       err32;	       err32
20250801;	155935;	1754044175.000;	       err32;	       err32
20250801;	155940;	1754044180.000;	       err32;	       err32
20250801;	155945;	1754044185.000;	       err32;	       err32
20250801;	155950;	1754044190.000;	       err32;	       err32
20250801;	155955;	1754044195.000;	       err32;	       err32
20250801;	160000;	1754044200.000;	       err32;	       err32
20250801;	160005;	1754044205.000;	       err32;	       err32
20250801;	160010;	1754044210.000;	       err32;	       err32
20250801;	160015;	1754044215.000;	       err32;	       err32
20250801;	160020;	1754044220.000;	       err32;	       err32
20250801;	160025;	1754044225.000;	       err32;	       err32
20250801;	160030;	1754044230.000;	       err32;	       err32
20250801;	160035;	1754044235.000;	       err32;	       err32
20250801;	160040;	1754044240.000;	       err32;	       err32
20250801;	160045;	1754044245.000;	       err32;	       err32
20250801;	160050;	1754044250.000;	       err32;	       err32
20250801;	160055;	1754044255.000;	       err32;	       err32
20250801;	160100;	1754044260.000;	       err32;	       err32
20250801;	160105;	1754044265.000;	       err32;	       err32
20250801;	160110;	1754044270.000;	       err32;	       err32
20250801;	160115;	1754044275.000;	       err32;	       err32
20250801;	160120;	1754044280.000;	       err32;	       err32
20250801;	160125;	1754044285.000;	       err32;	       err32
20250801;	160130;	1754044290.000;	       err32;	       err32
20250801;	160135;	1754044295.000;	       err32;	       err32
20250801;	160140;	1754044300.000;	       err32;	       err32
20250801;	160145;	1754044305.000;	       err32;	       err32
20250801;	160150;	1754044310.000;	       err32;	       err32
20250801;	160155;	1754044315.000;	       err32;	       err32
20250801;	160200;	1754044320.000;	       err32;	       err32
20250801;	160205;	1754044325.000;	       err32;	       err32
20250801;	160210;	1754044330.000;	       err32;	       err32
20250801;	160215;	1754044335.000;	       err32;	       err32
20250801;	160220;	1754044340.000;	       err32;	       err32
20250801;	160225;	1754044345.000;	       err32;	       err32
20250801;	160230;	1754044350.000;	       err32;	       err32
20250801;	160235;	1754044355.000;	       err32;	       err32
20250801;	160240;	1754044360.000;	       err32;	       err32
